chromosome	start	end	state
chr3	37549000	37552000	ESC
chr3	39076000	39082000	ESC
chr3	40721000	40724000	ESC
chr3	40804000	40807000	ESC
chr3	40840000	40842000	ESC
chr3	45472000	45479000	ESC
chr3	49852000	49854000	ESC
chr3	51650000	51652000	ESC
chr3	51777000	51780000	ESC
chr3	51781000	51784000	ESC
chr3	51785000	51790000	ESC
chr3	52094000	52095000	ESC
chr3	52123000	52126000	ESC
chr3	52129000	52130000	ESC
chr3	52191000	52193000	ESC
chr3	52299000	52300000	ESC
chr3	53128000	53132000	ESC
chr3	53735000	53737000	ESC
chr3	53739000	53744000	ESC
chr3	54721000	54722000	ESC
chr3	54842000	54846000	ESC
chr3	54847000	54848000	ESC
chr3	54880000	54881000	ESC
chr3	54884000	54888000	ESC
chr3	54893000	54896000	ESC
chr3	55002000	55004000	ESC
chr3	55867000	55875000	ESC
chr3	58778000	58782000	ESC
chr3	58899000	58901000	ESC
chr3	59093000	59094000	ESC
chr3	59095000	59098000	ESC
chr3	59099000	59100000	ESC
chr3	61091000	61092000	ESC
chr3	62426000	62429000	ESC
chr3	62690000	62693000	ESC
chr3	65195000	65198000	ESC
chr3	66307000	66311000	ESC
chr3	67066000	67069000	ESC
chr3	67462000	67463000	ESC
chr3	67602000	67605000	ESC
chr3	68155000	68160000	NPC
chr3	68162000	68165000	NPC
chr3	68807000	68810000	ESC
chr3	69404000	69407000	ESC
chr3	69681000	69682000	ESC
chr3	69685000	69686000	ESC
chr3	69947000	69950000	ESC
chr3	69959000	69960000	ESC
chr3	73139000	73144000	ESC
chr3	76042000	76044000	ESC
chr3	80886000	80888000	ESC
chr3	80999000	81001000	ESC
chr3	82230000	82232000	ESC
chr3	82632000	82635000	ESC
chr3	83214000	83216000	ESC
chr3	83849000	83854000	ESC
chr3	84390000	84391000	ESC
chr3	84564000	84569000	ESC
chr3	85972000	85974000	ESC
chr3	86632000	86635000	ESC
chr3	87831000	87846000	ESC
chr3	87847000	87855000	ESC
chr3	87863000	87869000	ESC
chr3	87883000	87902000	ESC
chr3	87935000	87937000	ESC
chr3	88033000	88036000	ESC
chr3	88037000	88039000	ESC
chr3	88041000	88047000	ESC
chr3	88048000	88049000	ESC
chr3	88055000	88060000	ESC
chr3	88062000	88073000	ESC
chr3	88074000	88079000	ESC
chr3	88080000	88090000	ESC
chr3	88091000	88092000	ESC
chr3	88108000	88114000	ESC
chr3	88116000	88117000	ESC
chr3	88283000	88308000	ESC
chr3	88309000	88312000	ESC
chr3	88314000	88315000	ESC
chr3	88324000	88329000	ESC
chr3	88338000	88342000	ESC
chr3	88451000	88452000	ESC
chr3	89174000	89176000	ESC
chr3	89218000	89220000	ESC
chr3	89227000	89228000	ESC
chr3	89231000	89236000	ESC
chr3	89316000	89318000	ESC
chr3	89321000	89326000	ESC
chr3	89404000	89409000	ESC
chr3	90548000	90552000	ESC
chr3	92165000	92171000	ESC
chr3	94447000	94451000	ESC
chr3	94457000	94460000	ESC
chr3	94472000	94478000	ESC
chr3	94482000	94494000	ESC
chr3	94497000	94499000	ESC
chr3	94558000	94560000	ESC
chr3	94564000	94566000	ESC
chr3	94570000	94571000	ESC
chr3	95226000	95227000	ESC
chr3	95256000	95260000	ESC
chr3	95644000	95645000	ESC
chr3	95988000	95990000	ESC
chr3	96057000	96059000	ESC
chr3	96075000	96083000	ESC
chr3	96270000	96272000	ESC
chr3	96560000	96561000	ESC
chr3	96612000	96614000	ESC
chr3	96683000	96684000	ESC
chr3	97776000	97778000	ESC
chr3	97782000	97783000	ESC
chr3	97951000	97955000	ESC
chr3	98467000	98471000	ESC
chr3	98512000	98515000	ESC
chr3	99363000	99366000	ESC
chr3	99367000	99391000	ESC
chr3	100646000	100647000	ESC
chr3	102052000	102053000	ESC
chr3	102139000	102143000	ESC
chr3	102144000	102147000	ESC
chr3	102152000	102154000	ESC
chr3	102600000	102602000	ESC
chr3	102706000	102708000	ESC
chr3	102862000	102866000	ESC
chr3	103064000	103067000	ESC
chr3	103704000	103709000	ESC
chr3	103863000	103865000	ESC
chr3	104901000	104906000	ESC
chr3	105084000	105085000	ESC
chr3	105086000	105096000	ESC
chr3	105567000	105569000	ESC
chr3	105574000	105575000	ESC
chr3	105576000	105588000	ESC
chr3	106139000	106148000	NPC
chr3	106149000	106153000	NPC
chr3	106156000	106157000	NPC
chr3	106158000	106159000	NPC
chr3	106183000	106184000	NPC
chr3	106197000	106198000	NPC
chr3	106199000	106200000	NPC
chr3	106203000	106204000	NPC
chr3	106216000	106217000	NPC
chr3	106248000	106249000	NPC
chr3	106251000	106252000	NPC
chr3	106255000	106257000	NPC
chr3	106258000	106262000	NPC
chr3	106275000	106277000	NPC
chr3	106279000	106280000	NPC
chr3	106282000	106283000	NPC
chr3	106286000	106287000	NPC
chr3	106289000	106293000	NPC
chr3	106298000	106299000	NPC
chr3	106325000	106326000	NPC
chr3	106329000	106330000	NPC
chr3	106332000	106333000	NPC
chr3	106335000	106336000	NPC
chr3	106339000	106341000	NPC
chr3	106343000	106345000	NPC
chr3	106349000	106351000	NPC
chr3	106353000	106358000	NPC
chr3	106360000	106362000	NPC
chr3	106387000	106388000	NPC
chr3	106389000	106390000	NPC
chr3	106401000	106403000	NPC
chr3	106408000	106410000	NPC
chr3	106412000	106413000	NPC
chr3	106424000	106425000	NPC
chr3	106428000	106429000	NPC
chr3	106433000	106434000	NPC
chr3	106435000	106438000	NPC
chr3	106467000	106468000	NPC
chr3	106534000	106535000	NPC
chr3	106539000	106540000	NPC
chr3	106554000	106555000	NPC
chr3	106576000	106578000	NPC
chr3	106580000	106581000	NPC
chr3	106584000	106585000	NPC
chr3	106586000	106589000	NPC
chr3	106590000	106593000	NPC
chr3	107230000	107232000	ESC
chr3	107713000	107715000	ESC
chr3	107721000	107729000	ESC
chr3	107886000	107889000	ESC
chr3	108001000	108004000	ESC
chr3	108007000	108010000	ESC
chr3	108011000	108014000	ESC
chr3	108020000	108025000	ESC
chr3	108520000	108533000	ESC
chr3	108534000	108537000	ESC
chr3	108538000	108546000	ESC
chr3	109068000	109071000	ESC
chr3	109080000	109081000	ESC
chr3	109083000	109084000	ESC
chr3	109085000	109087000	ESC
chr3	109155000	109156000	ESC
chr3	109250000	109252000	ESC
chr3	109260000	109261000	ESC
chr3	109286000	109287000	ESC
chr3	109468000	109472000	ESC
chr3	116245000	116246000	ESC
chr3	116318000	116319000	ESC
chr3	116320000	116322000	ESC
chr3	116415000	116416000	ESC
chr3	117351000	117353000	ESC
chr3	117567000	117568000	ESC
chr3	121252000	121256000	ESC
chr3	122722000	122723000	ESC
chr3	123227000	123229000	ESC
chr3	123438000	123440000	ESC
chr3	126355000	126357000	ESC
chr3	127152000	127155000	ESC
chr3	127421000	127422000	ESC
chr3	127781000	127784000	ESC
chr3	129193000	129203000	ESC
chr3	129206000	129219000	ESC
chr3	129700000	129701000	ESC
chr3	129703000	129704000	ESC
chr3	129961000	129962000	ESC
chr3	130168000	130171000	ESC
chr3	130934000	130936000	ESC
chr3	131093000	131106000	ESC
chr3	131129000	131130000	ESC
chr3	131131000	131134000	ESC
chr3	132022000	132025000	ESC
chr3	132797000	132798000	ESC
chr3	132799000	132803000	ESC
chr3	132886000	132888000	ESC
chr3	134173000	134179000	ESC
chr3	134766000	134768000	ESC
chr3	135762000	135768000	ESC
chr3	137559000	137562000	ESC
chr3	138002000	138008000	ESC
chr3	138678000	138680000	ESC
chr3	141402000	141405000	ESC
chr3	143036000	143039000	ESC
chr3	144135000	144140000	ESC
chr3	144305000	144307000	ESC
chr3	144311000	144313000	ESC
chr3	144333000	144337000	ESC
chr3	144338000	144339000	ESC
chr3	144344000	144345000	ESC
chr3	145230000	145232000	ESC
chr3	145569000	145573000	ESC
chr3	145587000	145591000	ESC
chr3	145693000	145698000	ESC
chr3	146054000	146056000	ESC
chr3	146086000	146089000	ESC
chr3	146621000	146624000	ESC
chr3	151773000	151775000	ESC
chr3	152012000	152013000	ESC
chr3	152043000	152046000	ESC
chr3	152103000	152106000	ESC
chr3	152605000	152607000	ESC
chr3	153911000	153914000	ESC
chr3	154699000	154700000	ESC
chr3	156496000	156499000	ESC
chr3	157502000	157505000	ESC
chr3	158040000	158041000	ESC
chr3	158495000	158498000	ESC
chr3	159774000	159776000	ESC
chr4	3605000	3608000	ESC
chr4	3610000	3611000	ESC
chr4	3817000	3820000	NPC
chr4	3821000	3822000	NPC
chr4	3823000	3832000	NPC
chr4	3833000	3847000	NPC
chr4	3848000	3865000	NPC
chr4	3866000	3868000	NPC
chr4	6892000	6893000	ESC
chr4	6897000	6898000	ESC
chr4	6916000	6918000	ESC
chr4	8619000	8620000	ESC
chr4	9770000	9775000	ESC
chr4	9785000	9787000	ESC
chr4	11628000	11634000	ESC
chr4	13524000	13531000	NPC
chr4	13532000	13534000	NPC
chr4	13535000	13538000	NPC
chr4	13539000	13540000	NPC
chr4	13542000	13543000	NPC
chr4	13575000	13576000	NPC
chr4	15075000	15076000	ESC
chr4	17780000	17781000	ESC
chr4	20868000	20870000	ESC
chr4	22020000	22021000	ESC
chr4	22567000	22591000	ESC
chr4	26666000	26667000	NPC
chr4	26683000	26685000	NPC
chr4	26686000	26687000	NPC
chr4	26774000	26776000	NPC
chr4	26783000	26785000	NPC
chr4	26786000	26787000	NPC
chr4	26788000	26790000	NPC
chr4	26791000	26792000	NPC
chr4	26795000	26797000	NPC
chr4	26811000	26812000	NPC
chr4	26821000	26822000	NPC
chr4	26857000	26858000	NPC
chr4	26936000	26937000	NPC
chr4	26951000	26952000	NPC
chr4	26958000	26959000	NPC
chr4	26984000	26985000	NPC
chr4	27012000	27013000	NPC
chr4	27015000	27016000	NPC
chr4	27017000	27018000	NPC
chr4	27020000	27022000	NPC
chr4	27024000	27026000	NPC
chr4	27130000	27131000	NPC
chr4	27172000	27173000	NPC
chr4	27177000	27178000	NPC
chr4	27185000	27186000	NPC
chr4	27280000	27281000	NPC
chr4	27516000	27517000	NPC
chr4	27545000	27546000	NPC
chr4	27554000	27555000	NPC
chr4	27556000	27557000	NPC
chr4	27558000	27559000	NPC
chr4	27568000	27569000	NPC
chr4	27571000	27572000	NPC
chr4	27586000	27587000	NPC
chr4	27594000	27595000	NPC
chr4	27600000	27601000	NPC
chr4	27611000	27612000	NPC
chr4	27620000	27621000	NPC
chr4	27622000	27623000	NPC
chr4	27657000	27658000	NPC
chr4	27681000	27682000	NPC
chr4	27686000	27687000	NPC
chr4	27689000	27690000	NPC
chr4	27718000	27719000	NPC
chr4	27739000	27740000	NPC
chr4	27763000	27764000	NPC
chr4	27775000	27776000	NPC
chr4	27788000	27789000	NPC
chr4	27804000	27806000	NPC
chr4	27819000	27820000	NPC
chr4	27823000	27824000	NPC
chr4	27856000	27857000	NPC
chr4	27875000	27876000	NPC
chr4	27902000	27903000	NPC
chr4	27904000	27905000	NPC
chr4	27978000	27979000	NPC
chr4	27986000	27987000	NPC
chr4	28020000	28021000	NPC
chr4	28054000	28056000	NPC
chr4	28059000	28061000	NPC
chr4	28073000	28074000	NPC
chr4	28075000	28076000	NPC
chr4	28077000	28079000	NPC
chr4	28090000	28091000	NPC
chr4	28165000	28168000	NPC
chr4	28202000	28203000	NPC
chr4	28234000	28235000	NPC
chr4	32265000	32266000	ESC
chr4	32566000	32567000	ESC
chr4	32568000	32570000	ESC
chr4	32717000	32718000	ESC
chr4	32725000	32726000	ESC
chr4	33357000	33359000	ESC
chr4	33393000	33396000	ESC
chr4	33412000	33413000	ESC
chr4	33538000	33539000	ESC
chr4	34252000	34254000	ESC
chr4	41285000	41288000	ESC
chr4	41684000	41691000	ESC
chr4	41696000	41697000	ESC
chr4	41707000	41711000	ESC
chr4	41712000	41713000	ESC
chr4	41824000	41830000	ESC
chr4	43391000	43394000	ESC
chr4	43443000	43450000	ESC
chr4	43473000	43477000	ESC
chr4	43544000	43546000	ESC
chr4	43652000	43657000	ESC
chr4	43736000	43737000	ESC
chr4	44117000	44119000	ESC
chr4	44122000	44123000	ESC
chr4	44125000	44127000	ESC
chr4	44128000	44129000	ESC
chr4	45205000	45207000	ESC
chr4	45668000	45670000	ESC
chr4	45671000	45676000	ESC
chr4	45759000	45761000	ESC
chr4	45965000	45966000	ESC
chr4	45967000	45969000	ESC
chr4	45993000	45996000	ESC
chr4	46001000	46002000	ESC
chr4	46055000	46057000	ESC
chr4	46058000	46060000	ESC
chr4	46370000	46373000	ESC
chr4	46374000	46378000	ESC
chr4	46379000	46380000	ESC
chr4	46827000	46829000	ESC
chr4	46834000	46836000	ESC
chr4	46858000	46859000	ESC
chr4	47073000	47075000	ESC
chr4	47076000	47079000	ESC
chr4	47258000	47260000	ESC
chr4	48060000	48061000	ESC
chr4	48063000	48075000	ESC
chr4	49080000	49083000	ESC
chr4	49865000	49868000	ESC
chr4	50132000	50133000	NPC
chr4	50165000	50166000	NPC
chr4	50167000	50168000	NPC
chr4	50208000	50209000	NPC
chr4	50225000	50226000	NPC
chr4	50246000	50247000	NPC
chr4	50248000	50250000	NPC
chr4	50253000	50254000	NPC
chr4	50260000	50261000	NPC
chr4	50274000	50277000	NPC
chr4	50280000	50281000	NPC
chr4	50282000	50283000	NPC
chr4	50289000	50290000	NPC
chr4	50302000	50303000	NPC
chr4	50312000	50313000	NPC
chr4	50326000	50327000	NPC
chr4	50356000	50357000	NPC
chr4	50372000	50373000	NPC
chr4	50375000	50376000	NPC
chr4	50383000	50385000	NPC
chr4	50397000	50398000	NPC
chr4	50400000	50401000	NPC
chr4	50417000	50418000	NPC
chr4	50442000	50443000	NPC
chr4	50444000	50446000	NPC
chr4	50447000	50448000	NPC
chr4	50469000	50470000	NPC
chr4	50471000	50472000	NPC
chr4	50475000	50476000	NPC
chr4	50564000	50565000	NPC
chr4	50591000	50593000	NPC
chr4	50604000	50605000	NPC
chr4	50614000	50615000	NPC
chr4	50664000	50665000	NPC
chr4	50669000	50670000	NPC
chr4	50687000	50688000	NPC
chr4	50693000	50694000	NPC
chr4	50716000	50717000	NPC
chr4	50779000	50780000	NPC
chr4	50784000	50785000	NPC
chr4	50844000	50845000	NPC
chr4	50887000	50888000	NPC
chr4	50891000	50892000	NPC
chr4	50900000	50901000	NPC
chr4	50905000	50906000	NPC
chr4	50941000	50942000	NPC
chr4	50982000	50983000	NPC
chr4	51011000	51013000	NPC
chr4	51107000	51109000	NPC
chr4	51135000	51136000	NPC
chr4	51148000	51149000	NPC
chr4	51168000	51169000	NPC
chr4	51174000	51175000	NPC
chr4	51230000	51231000	NPC
chr4	51235000	51236000	NPC
chr4	51269000	51270000	NPC
chr4	51318000	51319000	NPC
chr4	51358000	51359000	NPC
chr4	51374000	51375000	NPC
chr4	51379000	51380000	NPC
chr4	51392000	51393000	NPC
chr4	51401000	51402000	NPC
chr4	51416000	51417000	NPC
chr4	51422000	51423000	NPC
chr4	51440000	51442000	NPC
chr4	51443000	51444000	NPC
chr4	51457000	51459000	NPC
chr4	51460000	51461000	NPC
chr4	51469000	51470000	NPC
chr4	51476000	51478000	NPC
chr4	51481000	51482000	NPC
chr4	51486000	51487000	NPC
chr4	51496000	51497000	NPC
chr4	51503000	51504000	NPC
chr4	51512000	51513000	NPC
chr4	51514000	51515000	NPC
chr4	51533000	51534000	NPC
chr4	51553000	51554000	NPC
chr4	51559000	51560000	NPC
chr4	51565000	51567000	NPC
chr4	51582000	51583000	NPC
chr4	51584000	51585000	NPC
chr4	51595000	51596000	NPC
chr4	51601000	51602000	NPC
chr4	51614000	51616000	NPC
chr4	51617000	51618000	NPC
chr4	51625000	51626000	NPC
chr4	51634000	51635000	NPC
chr4	51645000	51646000	NPC
chr4	51648000	51649000	NPC
chr4	51655000	51656000	NPC
chr4	51677000	51679000	NPC
chr4	51699000	51700000	NPC
chr4	51702000	51703000	NPC
chr4	51708000	51709000	NPC
chr4	51736000	51737000	NPC
chr4	51744000	51745000	NPC
chr4	51749000	51750000	NPC
chr4	51763000	51764000	NPC
chr4	52772000	52775000	NPC
chr4	52784000	52785000	NPC
chr4	52786000	52788000	NPC
chr4	52791000	52792000	NPC
chr4	52793000	52794000	NPC
chr4	52799000	52804000	NPC
chr4	52806000	52808000	NPC
chr4	52809000	52811000	NPC
chr4	52812000	52813000	NPC
chr4	52814000	52823000	NPC
chr4	52825000	52830000	NPC
chr4	52831000	52833000	NPC
chr4	52835000	52836000	NPC
chr4	52837000	52839000	NPC
chr4	52843000	52844000	NPC
chr4	52846000	52850000	NPC
chr4	52851000	52854000	NPC
chr4	52861000	52864000	NPC
chr4	52868000	52871000	NPC
chr4	52872000	52874000	NPC
chr4	52875000	52880000	NPC
chr4	52885000	52888000	NPC
chr4	52890000	52894000	NPC
chr4	52897000	52898000	NPC
chr4	53899000	53901000	ESC
chr4	55670000	55675000	ESC
chr4	57132000	57133000	ESC
chr4	57234000	57237000	ESC
chr4	57528000	57529000	ESC
chr4	57660000	57664000	ESC
chr4	57877000	57878000	ESC
chr4	58299000	58304000	ESC
chr4	59005000	59008000	ESC
chr4	59037000	59039000	ESC
chr4	59532000	59534000	ESC
chr4	60008000	60009000	ESC
chr4	61770000	61772000	ESC
chr4	62162000	62164000	ESC
chr4	62981000	62982000	ESC
chr4	64033000	64036000	NPC
chr4	64043000	64044000	NPC
chr4	64050000	64051000	NPC
chr4	64059000	64060000	NPC
chr4	64062000	64063000	NPC
chr4	64065000	64066000	NPC
chr4	64070000	64071000	NPC
chr4	64079000	64080000	NPC
chr4	64081000	64083000	NPC
chr4	64116000	64119000	NPC
chr4	64120000	64123000	NPC
chr4	64124000	64126000	NPC
chr4	64127000	64128000	NPC
chr4	64130000	64133000	NPC
chr4	64140000	64143000	NPC
chr4	64145000	64147000	NPC
chr4	64150000	64151000	NPC
chr4	64162000	64164000	NPC
chr4	64169000	64171000	NPC
chr4	64182000	64183000	NPC
chr4	64186000	64187000	NPC
chr4	64189000	64190000	NPC
chr4	64194000	64195000	NPC
chr4	64203000	64204000	NPC
chr4	64206000	64207000	NPC
chr4	64227000	64228000	NPC
chr4	64230000	64232000	NPC
chr4	64245000	64246000	NPC
chr4	64265000	64266000	NPC
chr4	64278000	64279000	NPC
chr4	64285000	64287000	NPC
chr4	64305000	64306000	NPC
chr4	64312000	64313000	NPC
chr4	64320000	64321000	NPC
chr4	64328000	64329000	NPC
chr4	64330000	64331000	NPC
chr4	64333000	64334000	NPC
chr4	64336000	64338000	NPC
chr4	64343000	64344000	NPC
chr4	64361000	64363000	NPC
chr4	64364000	64365000	NPC
chr4	64369000	64370000	NPC
chr4	64373000	64375000	NPC
chr4	64386000	64387000	NPC
chr4	64394000	64395000	NPC
chr4	64414000	64415000	NPC
chr4	64428000	64429000	NPC
chr4	64432000	64433000	NPC
chr4	64434000	64435000	NPC
chr4	64444000	64446000	NPC
chr4	64727000	64732000	ESC
chr4	65888000	65892000	ESC
chr4	66484000	66485000	NPC
chr4	66490000	66491000	NPC
chr4	66496000	66497000	NPC
chr4	66503000	66505000	NPC
chr4	66533000	66534000	NPC
chr4	66580000	66581000	NPC
chr4	66600000	66601000	NPC
chr4	66630000	66631000	NPC
chr4	66632000	66633000	NPC
chr4	66634000	66635000	NPC
chr4	66641000	66642000	NPC
chr4	66652000	66653000	NPC
chr4	66662000	66664000	NPC
chr4	66668000	66669000	NPC
chr4	66674000	66675000	NPC
chr4	66683000	66684000	NPC
chr4	66730000	66731000	NPC
chr4	66780000	66781000	NPC
chr4	66839000	66840000	NPC
chr4	66867000	66870000	NPC
chr4	66871000	66873000	NPC
chr4	66881000	66882000	NPC
chr4	66885000	66886000	NPC
chr4	66902000	66903000	NPC
chr4	66953000	66954000	NPC
chr4	66962000	66966000	NPC
chr4	66973000	66974000	NPC
chr4	67009000	67010000	NPC
chr4	67013000	67014000	NPC
chr4	67016000	67018000	NPC
chr4	67061000	67062000	NPC
chr4	67073000	67074000	NPC
chr4	67097000	67098000	NPC
chr4	70019000	70021000	ESC
chr4	73261000	73263000	ESC
chr4	73484000	73486000	ESC
chr4	75920000	75923000	ESC
chr4	77106000	77110000	NPC
chr4	77111000	77114000	NPC
chr4	77115000	77116000	NPC
chr4	77117000	77119000	NPC
chr4	77120000	77122000	NPC
chr4	77126000	77127000	NPC
chr4	77141000	77142000	NPC
chr4	77144000	77145000	NPC
chr4	77146000	77147000	NPC
chr4	77150000	77151000	NPC
chr4	77158000	77159000	NPC
chr4	77161000	77162000	NPC
chr4	77168000	77170000	NPC
chr4	77181000	77182000	NPC
chr4	77193000	77194000	NPC
chr4	77229000	77231000	NPC
chr4	77237000	77239000	NPC
chr4	77250000	77251000	NPC
chr4	77252000	77253000	NPC
chr4	77260000	77261000	NPC
chr4	77272000	77273000	NPC
chr4	77274000	77275000	NPC
chr4	77279000	77280000	NPC
chr4	77281000	77282000	NPC
chr4	77287000	77288000	NPC
chr4	77289000	77291000	NPC
chr4	77292000	77293000	NPC
chr4	77295000	77296000	NPC
chr4	78486000	78487000	NPC
chr4	78515000	78516000	NPC
chr4	78520000	78521000	NPC
chr4	78565000	78566000	NPC
chr4	78641000	78642000	NPC
chr4	78676000	78678000	NPC
chr4	78686000	78687000	NPC
chr4	78750000	78751000	NPC
chr4	78829000	78830000	NPC
chr4	78869000	78870000	NPC
chr4	79022000	79023000	NPC
chr4	79129000	79130000	NPC
chr4	79151000	79152000	NPC
chr4	79161000	79162000	NPC
chr4	79166000	79167000	NPC
chr4	79213000	79214000	NPC
chr4	79229000	79230000	NPC
chr4	79268000	79269000	NPC
chr4	79273000	79274000	NPC
chr4	79308000	79309000	NPC
chr4	79327000	79328000	NPC
chr4	79334000	79335000	NPC
chr4	79340000	79341000	NPC
chr4	79345000	79346000	NPC
chr4	79390000	79391000	NPC
chr4	79499000	79500000	NPC
chr4	79508000	79509000	NPC
chr4	79519000	79520000	NPC
chr4	79551000	79552000	NPC
chr4	79573000	79574000	NPC
chr4	79577000	79578000	NPC
chr4	79616000	79617000	NPC
chr4	79632000	79633000	NPC
chr4	79636000	79637000	NPC
chr4	79638000	79639000	NPC
chr4	79655000	79656000	NPC
chr4	79667000	79668000	NPC
chr4	79673000	79674000	NPC
chr4	79679000	79680000	NPC
chr4	79687000	79689000	NPC
chr4	79691000	79692000	NPC
chr4	79724000	79725000	NPC
chr4	79782000	79783000	NPC
chr4	79790000	79791000	NPC
chr4	79795000	79796000	NPC
chr4	79799000	79801000	NPC
chr4	79868000	79869000	NPC
chr4	79917000	79918000	NPC
chr4	79964000	79965000	NPC
chr4	79982000	79983000	NPC
chr4	79986000	79991000	NPC
chr4	79992000	79994000	NPC
chr4	80009000	80010000	NPC
chr4	80012000	80014000	NPC
chr4	80041000	80042000	NPC
chr4	80098000	80099000	NPC
chr4	80102000	80104000	NPC
chr4	80139000	80140000	NPC
chr4	80145000	80146000	NPC
chr4	80150000	80152000	NPC
chr4	80153000	80154000	NPC
chr4	80911000	80912000	ESC
chr4	80914000	80915000	ESC
chr4	81975000	81977000	ESC
chr4	81982000	81984000	ESC
chr4	82002000	82005000	ESC
chr4	82006000	82012000	ESC
chr4	83629000	83630000	ESC
chr4	84098000	84099000	NPC
chr4	84103000	84108000	NPC
chr4	84110000	84112000	NPC
chr4	84114000	84116000	NPC
chr4	84117000	84119000	NPC
chr4	84126000	84127000	NPC
chr4	84128000	84129000	NPC
chr4	84132000	84133000	NPC
chr4	84134000	84136000	NPC
chr4	84139000	84144000	NPC
chr4	84984000	84987000	ESC
chr4	87502000	87504000	ESC
chr4	88744000	88756000	ESC
chr4	88758000	88762000	ESC
chr4	88764000	88768000	ESC
chr4	88770000	88782000	ESC
chr4	89015000	89017000	ESC
chr4	90864000	90866000	ESC
chr4	94542000	94544000	ESC
chr4	97238000	97239000	ESC
chr4	97240000	97251000	ESC
chr4	97266000	97270000	ESC
chr4	97271000	97272000	ESC
chr4	98310000	98314000	ESC
chr4	100274000	100279000	ESC
chr4	100790000	100792000	ESC
chr4	102257000	102259000	ESC
chr4	102476000	102477000	ESC
chr4	103859000	103860000	ESC
chr4	103862000	103867000	ESC
chr4	105951000	105952000	ESC
chr4	105954000	105963000	ESC
chr4	106120000	106122000	ESC
chr4	106301000	106303000	ESC
chr4	106933000	106940000	ESC
chr4	106941000	106943000	ESC
chr4	106956000	106958000	ESC
chr4	107169000	107185000	ESC
chr4	107256000	107257000	ESC
chr4	107343000	107346000	ESC
chr4	107494000	107498000	ESC
chr4	107519000	107521000	ESC
chr4	107525000	107533000	ESC
chr4	107880000	107882000	ESC
chr4	108377000	108379000	ESC
chr4	108892000	108894000	ESC
chr4	108903000	108907000	ESC
chr4	109149000	109150000	ESC
chr4	109151000	109152000	ESC
chr4	109153000	109161000	ESC
chr4	109162000	109164000	ESC
chr4	109468000	109469000	ESC
chr4	109470000	109487000	ESC
chr4	114146000	114150000	ESC
chr4	114164000	114166000	ESC
chr4	114318000	114321000	ESC
chr4	114402000	114415000	ESC
chr4	114420000	114424000	ESC
chr4	114425000	114428000	ESC
chr4	114554000	114564000	ESC
chr4	114566000	114568000	ESC
chr4	115374000	115384000	ESC
chr4	115388000	115391000	ESC
chr4	115395000	115400000	ESC
chr4	115414000	115420000	ESC
chr4	115430000	115435000	ESC
chr4	115459000	115479000	ESC
chr4	115496000	115498000	ESC
chr4	115513000	115516000	ESC
chr4	117420000	117429000	ESC
chr4	117810000	117813000	ESC
chr4	118076000	118080000	ESC
chr4	118085000	118088000	ESC
chr4	118990000	118991000	ESC
chr4	118992000	118996000	ESC
chr4	118998000	119001000	ESC
chr4	119004000	119005000	ESC
chr4	119010000	119011000	ESC
chr4	119592000	119596000	ESC
chr4	119763000	119768000	ESC
chr4	120146000	120149000	ESC
chr4	120167000	120169000	ESC
chr4	120195000	120197000	ESC
chr4	120229000	120233000	ESC
chr4	120235000	120249000	ESC
chr4	120535000	120538000	ESC
chr4	122451000	122455000	ESC
chr4	122457000	122467000	ESC
chr4	122607000	122609000	ESC
chr4	122615000	122616000	ESC
chr4	122618000	122619000	ESC
chr4	122691000	122700000	ESC
chr4	122703000	122706000	ESC
chr4	122734000	122738000	ESC
chr4	122740000	122745000	ESC
chr4	122825000	122827000	ESC
chr4	123492000	123494000	ESC
chr4	123680000	123683000	ESC
chr4	123691000	123693000	ESC
chr4	123779000	123781000	ESC
chr4	123980000	123982000	ESC
chr4	124075000	124079000	ESC
chr4	124158000	124170000	ESC
chr4	124387000	124389000	ESC
chr4	124785000	124787000	ESC
chr4	124788000	124790000	ESC
chr4	124814000	124816000	ESC
chr4	124817000	124821000	ESC
chr4	125785000	125794000	ESC
chr4	125795000	125801000	ESC
chr4	125802000	125805000	ESC
chr4	125824000	125828000	ESC
chr4	126035000	126037000	ESC
chr4	126119000	126120000	ESC
chr4	126121000	126124000	ESC
chr4	126234000	126241000	ESC
chr4	126244000	126245000	ESC
chr4	127471000	127476000	ESC
chr4	127482000	127484000	ESC
chr4	127486000	127492000	ESC
chr4	128119000	128120000	ESC
chr4	128131000	128133000	ESC
chr4	128226000	128227000	ESC
chr4	128300000	128308000	ESC
chr4	128309000	128310000	ESC
chr4	128324000	128325000	ESC
chr4	128379000	128380000	ESC
chr4	128384000	128388000	ESC
chr4	128606000	128612000	ESC
chr4	128788000	128792000	ESC
chr4	128993000	128995000	ESC
chr4	129255000	129257000	ESC
chr4	129262000	129264000	ESC
chr4	129266000	129267000	ESC
chr4	129272000	129275000	ESC
chr4	129467000	129471000	ESC
chr4	129473000	129477000	ESC
chr4	129482000	129499000	ESC
chr4	129500000	129502000	ESC
chr4	129508000	129513000	ESC
chr4	129515000	129517000	ESC
chr4	129556000	129557000	ESC
chr4	129579000	129604000	ESC
chr4	129643000	129645000	ESC
chr4	129664000	129672000	ESC
chr4	129685000	129687000	ESC
chr4	130062000	130074000	ESC
chr4	130754000	130755000	ESC
chr4	131091000	131094000	ESC
